invoice_id,so_id,no_urut,nama_produk,qty_delivered,unit_price,total
009646,SO240109,2,Tiang Infus Stainless 5-Roda,42,480500,20181000
009646,SO240109,3,Rapid Test HbsAg,43,302500,13007500
009646,SO240109,4,Pot Sputum 50ml Bertutup,72,82500,5940000
009647,SO240109,1,Syringe 20ml,62,87500,5425000
009647,SO240109,2,Tiang Infus Stainless 5-Roda,23,480500,11051500
009647,SO240109,3,Rapid Test HbsAg,23,302500,6957500
009647,SO240109,4,Pot Sputum 50ml Bertutup,39,82500,3217500
009648,SO240110,1,Perlak Waterproof 90x180cm,144,196500,28296000
009648,SO240110,2,Holder Vacutainer,77,126500,9740500
009648,SO240110,3,Tongkat Ketiak Aluminium,157,314500,49376500
009649,SO240111,1,Bedpan Plastik Dewasa,199,41500,8258500
009649,SO240111,2,IV Catheter 18G,10,186000,1860000
009650,SO240112,1,Walker Lipat Dewasa,73,568000,41464000
009650,SO240112,2,Termometer Digital Axilla,194,66000,12804000
009650,SO240112,3,Pulse Oximeter,79,200500,15839500
009651,SO240113,1,Handscoon Steril 7.5,93,302500,28132500
009651,SO240113,2,Slide Kaca 76x26mm,151,90000,13590000
009651,SO240113,3,Sarung Tangan Nitril S,12,144000,1728000
009652,SO240115,1,Stethoscope Dewasa,198,370500,73359000
009652,SO240115,2,Handscoon Steril 6.5,88,307000,27016000
009652,SO240115,3,Timbangan Bayi Digital,62,628000,38936000
009652,SO240115,4,Sarung Bantal Pasien,70,34000,2380000
009653,SO240116,1,Tensimeter Digital Lengan,31,502000,15562000
009653,SO240116,2,Slide Kaca 76x26mm,34,93000,3162000
009653,SO240116,3,Skalpel Handle No.3,44,102000,4488000
009653,SO240116,4,Selimut Pasien Rumah Sakit,110,60000,6600000
009654,SO240117,1,Termometer Digital Axilla,37,50000,1850000
009654,SO240117,2,IV Catheter 22G,32,198000,6336000
009654,SO240117,3,Urine Stick 10 Parameter,85,228500,19422500
009655,SO240117,1,Termometer Digital Axilla,39,50000,1950000
009655,SO240117,2,IV Catheter 22G,34,198000,6732000
009655,SO240117,3,Urine Stick 10 Parameter,88,228500,20108000
009656,SO240119,1,Bisturi Elektrik Disposable,73,210000,15330000
009656,SO240119,2,Rapid Test Antigen,119,519000,61761000
009656,SO240119,3,Sarung Bantal Pasien,21,39000,819000
009656,SO240119,4,Strip Gula Darah,111,154000,17094000
009657,SO240119,1,Bisturi Elektrik Disposable,62,210000,13020000
009657,SO240119,2,Rapid Test Antigen,101,519000,52419000
009657,SO240119,3,Sarung Bantal Pasien,19,39000,741000
009657,SO240119,4,Strip Gula Darah,94,154000,14476000
009658,SO240120,1,Handscoon Steril 7.0,64,329000,21056000
009658,SO240120,2,Handscoon Steril 6.5,80,353500,28280000
009658,SO240120,3,Tabung Vacutainer Plain,124,256000,31744000
009659,SO240121,1,IV Catheter 18G,33,249000,8217000
009659,SO240121,2,Gunting Bedah Bengkok 14cm,40,82500,3300000
009659,SO240121,3,IV Catheter 22G,58,227000,13166000
009659,SO240121,4,Stethoscope Anak,72,342500,24660000
009660,SO240121,1,IV Catheter 18G,19,249000,4731000
009660,SO240121,2,Gunting Bedah Bengkok 14cm,23,82500,1897500
009660,SO240121,3,IV Catheter 22G,33,227000,7491000
009660,SO240121,4,Stethoscope Anak,41,342500,14042500
009661,SO240122,1,Perlak Waterproof 90x180cm,100,225500,22550000
009661,SO240122,2,Blade Skalpel No.10,55,121000,6655000
009661,SO240122,3,Urine Stick 10 Parameter,161,283500,45643500
009661,SO240122,4,Bisturi Elektrik Disposable,198,211500,41877000
009662,SO240123,1,Pot Sputum 50ml Bertutup,8,81000,648000
009662,SO240123,2,Timbangan Bayi Digital,11,472000,5192000
009662,SO240123,3,Bisturi Elektrik Disposable,75,148500,11137500
009662,SO240123,4,Kursi Roda Standar,6,2304000,13824000
009663,SO240123,1,Pot Sputum 50ml Bertutup,7,81000,567000
009663,SO240123,2,Timbangan Bayi Digital,9,472000,4248000
009663,SO240123,3,Bisturi Elektrik Disposable,57,148500,8464500
009663,SO240123,4,Kursi Roda Standar,6,2304000,13824000
009664,SO240124,1,Bedpan Plastik Dewasa,173,41000,7093000
009664,SO240124,2,Masker Bedah 3-Ply,176,45500,8008000
009664,SO240124,3,Sarung Tangan Nitril S,54,166500,8991000
009664,SO240124,4,Pinset Bedah 14cm,153,63500,9715500
009665,SO240125,1,Pinset Bedah 14cm,9,52000,468000
009665,SO240125,2,Handscoon Steril 6.5,82,363500,29807000
009665,SO240125,3,Tiang Infus Stainless 5-Roda,83,566000,46978000
009665,SO240125,4,Bantal Angin Anti Decubitus,87,328500,28579500
009665,SO240125,5,Gunting Bedah Lurus 14cm,18,145000,2610000
009666,SO240125,1,Pinset Bedah 14cm,11,52000,572000
009666,SO240125,2,Handscoon Steril 6.5,98,363500,35623000
009666,SO240125,3,Tiang Infus Stainless 5-Roda,100,566000,56600000
009666,SO240125,4,Bantal Angin Anti Decubitus,104,328500,34164000
009666,SO240125,5,Gunting Bedah Lurus 14cm,22,145000,3190000
009667,SO240126,1,Tiang Infus Stainless 5-Roda,52,667000,34684000
009667,SO240126,2,Objek Glass Frosted,136,90000,12240000
009667,SO240126,3,Rapid Test Antigen,99,493000,48807000
009667,SO240126,4,Tensimeter Manual Dewasa,106,163500,17331000
009668,SO240127,1,Timbangan Bayi Digital,17,529000,8993000
009669,SO240127,1,Timbangan Bayi Digital,16,529000,8464000
009670,SO240128,1,Perlak Waterproof 90x180cm,23,274500,6313500
009670,SO240128,2,Syringe 3ml,10,59000,590000
009671,SO240129,1,Stethoscope Dewasa,59,308000,18172000
009671,SO240129,2,Gunting Bedah Bengkok 14cm,81,114500,9274500
009671,SO240129,3,Sarung Tangan Nitril M,15,162000,2430000
009671,SO240129,4,Urine Bag 2000ml,67,15000,1005000
009672,SO240129,1,Stethoscope Dewasa,49,308000,15092000
009672,SO240129,2,Gunting Bedah Bengkok 14cm,68,114500,7786000
009672,SO240129,3,Sarung Tangan Nitril M,13,162000,2106000
009672,SO240129,4,Urine Bag 2000ml,56,15000,840000
009673,SO240130,1,Glukometer Set,117,390500,45688500
009673,SO240130,2,Syringe 3ml,185,73500,13597500
009673,SO240130,3,Duk Operasi 80x90cm,131,54000,7074000
009673,SO240130,4,Syringe 5ml,70,65500,4585000
009673,SO240130,5,Sarung Bantal Pasien,86,22500,1935000
009674,SO240131,1,Pinset Bedah 14cm,44,52500,2310000
009674,SO240131,2,Skalpel Handle No.3,29,63000,1827000
009675,SO240131,1,Pinset Bedah 14cm,28,52500,1470000
009675,SO240131,2,Skalpel Handle No.3,19,63000,1197000
009676,SO240132,1,Selimut Pasien Rumah Sakit,155,93500,14492500
009676,SO240132,2,Syringe 3ml,159,70000,11130000
009677,SO240133,1,Slide Kaca 76x26mm,165,91000,15015000
009677,SO240133,2,Pulse Oximeter,19,225000,4275000
009677,SO240133,3,Tiang Infus Stainless 5-Roda,80,661500,52920000
009677,SO240133,4,Glukometer Set,46,412000,18952000
009677,SO240133,5,Pinset Anatomis 14cm,165,66500,10972500
009678,SO240134,1,Stethoscope Anak,116,379500,44022000
009678,SO240134,2,Selimut Pasien Rumah Sakit,21,70000,1470000
009678,SO240134,3,Syringe 3ml,27,55000,1485000
009678,SO240134,4,Rapid Test HIV,123,416000,51168000
009679,SO240134,1,Stethoscope Anak,64,379500,24288000
009679,SO240134,2,Selimut Pasien Rumah Sakit,12,70000,840000
009679,SO240134,3,Syringe 3ml,15,55000,825000
009679,SO240134,4,Rapid Test HIV,68,416000,28288000
009680,SO240135,1,Blade Skalpel No.10,28,97500,2730000
009680,SO240135,2,Slide Kaca 76x26mm,33,62000,2046000
009681,SO240135,1,Blade Skalpel No.10,28,97500,2730000
009681,SO240135,2,Slide Kaca 76x26mm,34,62000,2108000
009682,SO240136,1,Benang Silk 3-0,8,242500,1940000
009682,SO240136,2,Pulse Oximeter,63,236000,14868000
009682,SO240136,3,Masker Bedah 3-Ply,26,42500,1105000
009682,SO240136,4,Stethoscope Dewasa,74,234000,17316000
009683,SO240136,1,Benang Silk 3-0,12,242500,2910000
009683,SO240136,2,Pulse Oximeter,82,236000,19352000
009683,SO240136,3,Masker Bedah 3-Ply,35,42500,1487500
009683,SO240136,4,Stethoscope Dewasa,96,234000,22464000
009684,SO240137,1,Gunting Bedah Bengkok 14cm,51,148000,7548000
009684,SO240137,2,Pulse Oximeter,100,284000,28400000
009684,SO240137,3,Sarung Tangan Nitril L,94,126500,11891000
009684,SO240137,4,Termometer Infrared,6,187000,1122000
009685,SO240137,1,Gunting Bedah Bengkok 14cm,46,148000,6808000
009685,SO240137,2,Pulse Oximeter,89,284000,25276000
009685,SO240137,3,Sarung Tangan Nitril L,83,126500,10499500
009685,SO240137,4,Termometer Infrared,6,187000,1122000
009686,SO240138,1,Cover Glass 18x18mm,177,77500,13717500
009687,SO240139,1,Masker Bedah 3-Ply,181,46500,8416500
009687,SO240139,2,Infus Set Dewasa,139,10500,1459500
009687,SO240139,3,Bisturi Elektrik Disposable,53,206000,10918000
009687,SO240139,4,IV Catheter 22G,152,203500,30932000
009688,SO240140,1,Kassa Steril 10x10cm,115,40000,4600000
009688,SO240140,2,Syringe 3ml,67,71000,4757000
009689,SO240140,1,Kassa Steril 10x10cm,67,40000,2680000
009689,SO240140,2,Syringe 3ml,39,71000,2769000
009690,SO240141,1,Urinal Pria Plastik,127,24500,3111500
009690,SO240141,2,Pot Urine 60ml Bertutup,90,126500,11385000
009690,SO240141,3,Rapid Test HbsAg,193,327500,63207500
009690,SO240141,4,Spalk Lengan Anak,30,28000,840000
009690,SO240141,5,Infus Set Dewasa,95,13000,1235000
009691,SO240142,1,Cover Glass 18x18mm,114,73000,8322000
009691,SO240142,2,Bisturi Elektrik Disposable,75,176000,13200000
009691,SO240142,3,Tabung Vacutainer EDTA,88,200000,17600000
009691,SO240142,4,Spalk Lengan Anak,7,20500,143500
009692,SO240142,1,Cover Glass 18x18mm,58,73000,4234000
009692,SO240142,2,Bisturi Elektrik Disposable,39,176000,6864000
009692,SO240142,3,Tabung Vacutainer EDTA,45,200000,9000000
009692,SO240142,4,Spalk Lengan Anak,4,20500,82000
009693,SO240143,1,Syringe 20ml,162,77000,12474000
009693,SO240143,2,Kursi Roda Standar,96,2109500,202512000
009693,SO240143,3,Handscoon Steril 7.5,185,315000,58275000
009693,SO240143,4,Masker Bedah 3-Ply,97,51000,4947000
009693,SO240143,5,Stethoscope Dewasa,101,376500,38026500
009694,SO240144,1,Pinset Bedah 14cm,74,57000,4218000
009695,SO240144,1,Pinset Bedah 14cm,64,57000,3648000
009696,SO240145,1,IV Catheter 22G,82,195000,15990000
009697,SO240146,1,Syringe 20ml,37,82500,3052500
009697,SO240146,2,Gunting Bedah Bengkok 14cm,79,123500,9756500
009697,SO240146,3,Walker Lipat Dewasa,42,351500,14763000
009697,SO240146,4,Glukometer Set,7,426000,2982000
009698,SO240146,1,Syringe 20ml,22,82500,1815000
009698,SO240146,2,Gunting Bedah Bengkok 14cm,45,123500,5557500
009698,SO240146,3,Walker Lipat Dewasa,24,351500,8436000
009698,SO240146,4,Glukometer Set,5,426000,2130000
009699,SO240147,1,Stethoscope Anak,94,293500,27589000
009699,SO240147,2,Benang Catgut 2-0,122,413000,50386000
009700,SO240148,1,Gunting Bedah Lurus 14cm,117,102000,11934000
009700,SO240148,2,Sarung Tangan Nitril L,38,128500,4883000
009700,SO240148,3,Kasur Angin Anti Decubitus,188,1611500,302962000
009700,SO240148,4,Rapid Test HIV,25,342000,8550000
009701,SO240150,1,Syringe 10ml,195,73500,14332500
009701,SO240150,2,Kasur Angin Anti Decubitus,67,1552500,104017500
009701,SO240150,3,Stethoscope Anak,96,336000,32256000
009701,SO240150,4,Syringe 20ml,143,82500,11797500
009701,SO240150,5,Benang Catgut 2-0,189,412000,77868000
009702,SO240151,1,Syringe 10ml,68,83000,5644000
009702,SO240151,2,Rapid Test Antigen,64,480000,30720000
009703,SO240151,1,Syringe 10ml,81,83000,6723000
009703,SO240151,2,Rapid Test Antigen,75,480000,36000000
009704,SO240152,1,Rapid Test HIV,65,309500,20117500
009704,SO240152,2,Pot Sputum 50ml Bertutup,86,111000,9546000
009704,SO240152,3,Syringe 5ml,5,77000,385000
009704,SO240152,4,Glukometer Set,18,408500,7353000
009705,SO240152,1,Rapid Test HIV,50,309500,15475000
009705,SO240152,2,Pot Sputum 50ml Bertutup,66,111000,7326000
009705,SO240152,3,Syringe 5ml,5,77000,385000
009705,SO240152,4,Glukometer Set,15,408500,6127500
009706,SO240153,1,Sarung Tangan Nitril M,96,154000,14784000
009706,SO240153,2,Syringe 3ml,67,68000,4556000
009706,SO240153,3,Stethoscope Dewasa,23,192000,4416000
009707,SO240153,1,Sarung Tangan Nitril M,70,154000,10780000
009707,SO240153,2,Syringe 3ml,49,68000,3332000
009707,SO240153,3,Stethoscope Dewasa,18,192000,3456000
009708,SO240154,1,Selimut Pasien Rumah Sakit,44,87500,3850000
009708,SO240154,2,Termometer Digital Axilla,11,80000,880000
009708,SO240154,3,Tabung Vacutainer Citrate,198,172500,34155000
009708,SO240154,4,IV Catheter 20G,151,236500,35711500
009708,SO240154,5,Timbangan Bayi Digital,159,603000,95877000
009709,SO240155,1,Termometer Infrared,187,220000,41140000
009709,SO240155,2,Blade Skalpel No.10,73,126000,9198000
009709,SO240155,3,Holder Vacutainer,111,102500,11377500
009709,SO240155,4,Syringe 3ml,85,60000,5100000
009709,SO240155,5,Urine Stick 10 Parameter,44,236000,10384000
009710,SO240156,1,Sarung Tangan Nitril S,83,139000,11537000
009710,SO240156,2,Handscoon Steril 6.5,80,370500,29640000
009710,SO240156,3,Plester Luka 5x10cm,79,27000,2133000
009710,SO240156,4,Tensimeter Manual Dewasa,83,235000,19505000
009710,SO240156,5,Tensimeter Digital Lengan,23,482000,11086000
009711,SO240156,1,Sarung Tangan Nitril S,65,139000,9035000
009711,SO240156,2,Handscoon Steril 6.5,63,370500,23341500
009711,SO240156,3,Plester Luka 5x10cm,62,27000,1674000
009711,SO240156,4,Tensimeter Manual Dewasa,65,235000,15275000
009711,SO240156,5,Tensimeter Digital Lengan,19,482000,9158000
009712,SO240157,1,Penlight Diagnostik,51,41500,2116500
009712,SO240157,2,Syringe 3ml,29,72500,2102500
009713,SO240157,1,Penlight Diagnostik,32,41500,1328000
009713,SO240157,2,Syringe 3ml,18,72500,1305000
009714,SO240158,1,Tiang Infus Stainless 5-Roda,151,478000,72178000
009714,SO240158,2,Tensimeter Manual Dewasa,13,247500,3217500
009714,SO240158,3,Rapid Test HbsAg,74,333000,24642000
009715,SO240159,1,Benang Catgut 2-0,23,295500,6796500
009716,SO240159,1,Benang Catgut 2-0,23,295500,6796500
009717,SO240160,1,Strip Gula Darah,191,161500,30846500
009718,SO240161,1,Masker Bedah 3-Ply,102,44500,4539000
009718,SO240161,2,Cover Glass 18x18mm,65,80000,5200000
009718,SO240161,3,Urinal Pria Plastik,131,38500,5043500
009719,SO240162,1,Bisturi Elektrik Disposable,39,170500,6649500
009719,SO240162,2,Kursi Roda Standar,75,2333000,174975000
009719,SO240162,3,Kursi Roda Lipat Ringan,195,2093000,408135000
009719,SO240162,4,Klem Arteri Bengkok,16,187500,3000000
009720,SO240163,1,Syringe 5ml,147,67500,9922500
009720,SO240163,2,Slide Kaca 76x26mm,11,101000,1111000
009721,SO240164,1,Klem Arteri Lurus,16,180000,2880000
009721,SO240164,2,Gunting Bedah Lurus 14cm,193,123500,23835500
009722,SO240165,1,Sarung Tangan Nitril L,120,140500,16860000
009722,SO240165,2,Tensimeter Digital Lengan,14,452000,6328000
009722,SO240165,3,Bedpan Plastik Dewasa,182,29000,5278000
009722,SO240165,4,Termometer Infrared,146,121000,17666000
009723,SO240166,1,Strip Gula Darah,73,131500,9599500
009723,SO240166,2,Rapid Test HbsAg,36,394500,14202000
009723,SO240166,3,Cover Glass 18x18mm,47,71000,3337000
009724,SO240166,1,Strip Gula Darah,56,131500,7364000
009724,SO240166,2,Rapid Test HbsAg,28,394500,11046000
009724,SO240166,3,Cover Glass 18x18mm,36,71000,2556000
009725,SO240167,1,IV Catheter 18G,147,252000,37044000
009725,SO240167,2,Sarung Tangan Nitril S,31,140000,4340000
009725,SO240167,3,Bantal Angin Anti Decubitus,63,376000,23688000
009725,SO240167,4,Cover Glass 18x18mm,199,67500,13432500
009726,SO240168,1,Pot Urine 60ml Bertutup,150,100000,15000000
009727,SO240169,1,IV Catheter 18G,35,217500,7612500
009727,SO240169,2,Pinset Bedah 14cm,168,44500,7476000
009728,SO240170,1,NGT 16Fr,44,21500,946000
009728,SO240170,2,Tiang Infus Stainless 5-Roda,115,838000,96370000
009728,SO240170,3,Gunting Bedah Lurus 14cm,105,137000,14385000
009729,SO240170,1,NGT 16Fr,30,21500,645000
009729,SO240170,2,Tiang Infus Stainless 5-Roda,79,838000,66202000
009729,SO240170,3,Gunting Bedah Lurus 14cm,71,137000,9727000
009730,SO240171,1,Klem Arteri Bengkok,158,196000,30968000
009731,SO240172,1,Termometer Infrared,119,232500,27667500
009731,SO240172,2,Urinal Pria Plastik,50,24500,1225000
009731,SO240172,3,Tabung Vacutainer Citrate,77,291500,22445500
009731,SO240172,4,Stethoscope Anak,84,223500,18774000
009731,SO240172,5,Syringe 1ml,67,57000,3819000
009732,SO240172,1,Termometer Infrared,75,232500,17437500
009732,SO240172,2,Urinal Pria Plastik,32,24500,784000
009732,SO240172,3,Tabung Vacutainer Citrate,49,291500,14283500
009732,SO240172,4,Stethoscope Anak,54,223500,12069000
009732,SO240172,5,Syringe 1ml,43,57000,2451000
009733,SO240173,1,Jarum Vacutainer 21G,66,181500,11979000
009733,SO240173,2,Tabung Vacutainer EDTA,77,265500,20443500
009733,SO240173,3,Slide Kaca 76x26mm,12,62500,750000
009734,SO240173,1,Jarum Vacutainer 21G,54,181500,9801000
009734,SO240173,2,Tabung Vacutainer EDTA,62,265500,16461000
009734,SO240173,3,Slide Kaca 76x26mm,11,62500,687500
009735,SO240174,1,Rapid Test Antigen,164,351500,57646000
009735,SO240174,2,Selimut Pasien Rumah Sakit,138,64000,8832000
009735,SO240174,3,Rapid Test HbsAg,122,323500,39467000
009735,SO240174,4,Pinset Bedah 14cm,68,45000,3060000
009736,SO240176,1,Tabung Vacutainer Plain,44,222500,9790000
009736,SO240176,2,Bisturi Elektrik Disposable,141,125000,17625000
009737,SO240177,1,Rapid Test HIV,124,459000,56916000
009737,SO240177,2,Kassa Steril 10x10cm,130,46000,5980000
009738,SO240178,1,Pinset Anatomis 14cm,161,44500,7164500
009738,SO240178,2,Skalpel Handle No.3,68,85000,5780000
009738,SO240178,3,NGT 16Fr,108,20000,2160000
009738,SO240178,4,Tiang Infus Stainless 5-Roda,37,458500,16964500
009738,SO240178,5,Tabung Vacutainer Citrate,61,297000,18117000
009739,SO240179,1,Glukometer Set,133,423000,56259000
009740,SO240180,1,Tabung Vacutainer Citrate,133,260000,34580000
009740,SO240180,2,Strip Gula Darah,99,197000,19503000
009741,SO240181,1,Tensimeter Manual Dewasa,75,175000,13125000
009741,SO240181,2,Duk Operasi 80x90cm,11,58000,638000
009741,SO240181,3,Jarum Vacutainer 21G,200,121000,24200000
009741,SO240181,4,Sarung Tangan Nitril M,157,154000,24178000
009742,SO240182,1,Syringe 10ml,147,69000,10143000
009742,SO240182,2,IV Catheter 22G,154,228000,35112000
009742,SO240182,3,Klem Arteri Bengkok,166,156000,25896000
009743,SO240183,1,Termometer Digital Axilla,98,71000,6958000
009743,SO240183,2,Kursi Roda Lipat Ringan,198,1789500,354321000
009743,SO240183,3,Objek Glass Frosted,178,73000,12994000
009743,SO240183,4,Syringe 20ml,68,74500,5066000
009743,SO240183,5,Holder Vacutainer,189,90500,17104500
009744,SO240184,1,Kursi Roda Standar,19,2189000,41591000
009745,SO240184,1,Kursi Roda Standar,15,2189000,32835000
009746,SO240185,1,Tensimeter Digital Lengan,73,484000,35332000
009747,SO240185,1,Tensimeter Digital Lengan,60,484000,29040000
009748,SO240187,1,Masker Bedah 3-Ply,28,51500,1442000
009748,SO240187,2,Holder Vacutainer,85,102500,8712500
009748,SO240187,3,Spalk Lengan Anak,39,33000,1287000
009748,SO240187,4,Handscoon Steril 7.0,141,347500,48997500
009748,SO240187,5,Timbangan Bayi Digital,147,481000,70707000
009749,SO240188,1,Tiang Infus Stainless 5-Roda,111,863500,95848500
009749,SO240188,2,Tensimeter Manual Dewasa,42,238500,10017000
009749,SO240188,3,Kursi Roda Standar,122,1682000,205204000
009749,SO240188,4,INFUS SET DEWASA,58,11500,667000
009750,SO240188,1,Tiang Infus Stainless 5-Roda,94,863500,81169000
009750,SO240188,2,Tensimeter Manual Dewasa,36,238500,8586000
009750,SO240188,3,Kursi Roda Standar,104,1682000,174928000
009750,SO240188,4,Infus Set Dewasa,50,11500,575000
009751,SO240189,1,Penlight Diagnostik,115,48500,5577500
009751,SO240189,2,Sarung Bantal Pasien,33,23500,775500
009752,SO240189,1,Penlight Diagnostik,85,48500,4122500
009752,SO240189,2,Sarung Bantal Pasien,25,23500,587500
009753,SO240190,1,IV Catheter 22G,29,187000,5423000
009753,SO240190,2,Sarung Tangan Nitril M,99,172500,17077500
009753,SO240190,3,Syringe 5ml,81,65500,5305500
009753,SO240190,4,Infus Set Anak,102,8500,867000
009753,SO240190,5,Perlak Waterproof 90x180cm,95,271000,25745000
009754,SO240190,1,IV Catheter 22G,21,187000,3927000
009754,SO240190,2,Sarung Tangan Nitril M,71,172500,12247500
009754,SO240190,3,Syringe 5ml,58,65500,3799000
009754,SO240190,4,Infus Set Anak,73,8500,620500
009754,SO240190,5,Perlak Waterproof 90x180cm,68,271000,18428000
009755,SO240191,1,Baju Pasien Dewasa,117,59500,6961500
009755,SO240191,2,Bantal Angin Anti Decubitus,103,285000,29355000
009756,SO240192,1,Infus Set Dewasa,72,14500,1044000
009756,SO240192,2,Tabung Vacutainer EDTA,6,173000,1038000
009757,SO240192,1,Infus Set Dewasa,52,14500,754000
009757,SO240192,2,Tabung Vacutainer EDTA,5,173000,865000
009758,SO240193,1,Masker Bedah 3-Ply,76,43500,3306000
009758,SO240193,2,Infus Set Anak,49,8000,392000
009758,SO240193,3,Selimut Pasien Rumah Sakit,58,63000,3654000
009758,SO240193,4,Rapid Test Antigen,50,528000,26400000
009758,SO240193,5,Cover Glass 18x18mm,83,58000,4814000
009759,SO240193,1,Masker Bedah 3-Ply,63,43500,2740500
009759,SO240193,2,Infus Set Anak,41,8000,328000
009759,SO240193,3,Selimut Pasien Rumah Sakit,48,63000,3024000
009759,SO240193,4,Rapid Test Antigen,41,528000,21648000
009759,SO240193,5,Cover Glass 18x18mm,68,58000,3944000
009760,SO240194,1,Gunting Bedah Lurus 14cm,59,121500,7168500
009760,SO240194,2,Baju Pasien Dewasa,117,54000,6318000
009761,SO240194,1,Gunting Bedah Lurus 14cm,51,121500,6196500
009761,SO240194,2,Baju Pasien Dewasa,100,54000,5400000
009762,SO240195,1,Holder Vacutainer,89,83500,7431500
009762,SO240195,2,Syringe 20ml,9,85500,769500
009762,SO240195,3,Strip Gula Darah,66,188500,12441000
009762,SO240195,4,Urinal Pria Plastik,18,23500,423000
009763,SO240195,1,Holder Vacutainer,53,83500,4425500
009763,SO240195,2,Syringe 20ml,6,85500,513000
009763,SO240195,3,Strip Gula Darah,39,188500,7351500
009763,SO240195,4,Urinal Pria Plastik,11,23500,258500
009764,SO240196,1,Rapid Test HbsAg,55,435000,23925000
009764,SO240196,2,NGT 16Fr,162,25500,4131000
009764,SO240196,3,Tabung Vacutainer EDTA,171,248000,42408000
009764,SO240196,4,Urine Bag 2000ml,172,19000,3268000
009764,SO240196,5,Timbangan Bayi Digital,154,578000,89012000
009765,SO240197,1,Handscoon Steril 7.0,4,417000,1668000
009766,SO240197,1,Handscoon Steril 7.0,6,417000,2502000
009767,SO240198,1,Penlight Diagnostik,39,42000,1638000
009767,SO240198,2,Termometer Digital Axilla,17,72500,1232500
009767,SO240198,3,Urinal Pria Plastik,101,28000,2828000
009767,SO240198,4,Syringe 20ml,84,85000,7140000
009768,SO240198,1,Penlight Diagnostik,31,42000,1302000
009768,SO240198,2,Termometer Digital Axilla,14,72500,1015000
009768,SO240198,3,Urinal Pria Plastik,79,28000,2212000
009768,SO240198,4,Syringe 20ml,66,85000,5610000
009769,SO240199,1,Tabung Vacutainer Citrate,105,275000,28875000
009769,SO240199,2,Glukometer Set,107,252000,26964000
009770,SO240199,1,Tabung Vacutainer Citrate,112,275000,30800000
009770,SO240199,2,Glukometer Set,113,252000,28476000
009771,SO240200,1,Strip Gula Darah,37,124500,4606500
009771,SO240200,2,Syringe 10ml,31,70000,2170000
009771,SO240200,3,Sarung Tangan Nitril L,102,170500,17391000
009771,SO240200,4,Tabung Vacutainer EDTA,17,218500,3714500
009772,SO240200,1,Strip Gula Darah,34,124500,4233000
009772,SO240200,2,Syringe 10ml,28,70000,1960000
009772,SO240200,3,Sarung Tangan Nitril L,91,170500,15515500
009772,SO240200,4,Tabung Vacutainer EDTA,16,218500,3496000
009773,SO240201,1,NGT 16Fr,52,22500,1170000
009774,SO240202,1,Kasur Angin Anti Decubitus,18,1569500,28251000
009774,SO240202,2,Pinset Bedah 14cm,91,62000,5642000
009774,SO240202,3,Klem Arteri Lurus,92,128000,11776000
009774,SO240202,4,Selimut Pasien Rumah Sakit,13,78500,1020500
009775,SO240202,1,Kasur Angin Anti Decubitus,13,1569500,20403500
009775,SO240202,2,Pinset Bedah 14cm,67,62000,4154000
009775,SO240202,3,Klem Arteri Lurus,67,128000,8576000
009775,SO240202,4,Selimut Pasien Rumah Sakit,10,78500,785000
009776,SO240203,1,Timbangan Bayi Digital,57,635000,36195000
009776,SO240203,2,Benang Silk 3-0,99,285000,28215000
009776,SO240203,3,Urinal Pria Plastik,197,35500,6993500
009776,SO240203,4,Infus Set Dewasa,80,15000,1200000
009776,SO240203,5,Urine Stick 10 Parameter,163,345500,56316500
009777,SO240204,1,IV Catheter 22G,103,211500,21784500
009777,SO240204,2,Handscoon Steril 6.5,92,296500,27278000
009777,SO240204,3,Bantal Angin Anti Decubitus,178,321500,57227000
009777,SO240204,4,Sarung Bantal Pasien,109,26000,2834000
009777,SO240204,5,Stethoscope Anak,144,379000,54576000
009778,SO240205,1,Termometer Infrared,22,234500,5159000
009778,SO240205,2,Rapid Test Antigen,7,403000,2821000
009779,SO240205,1,Termometer Infrared,30,234500,7035000
009779,SO240205,2,Rapid Antigen,10,403000,4030000
009780,SO240206,1,Syringe 20ml,136,89000,12104000
009780,SO240206,2,Rapid Test HbsAg,79,376500,29743500
009780,SO240206,3,Slide Kaca 76x26mm,130,64000,8320000
009780,SO240206,4,Spalk Lengan Anak,114,24500,2793000
009780,SO240206,5,Tensimeter Manual Dewasa,99,155500,15394500
009781,SO240206,1,Syringe 20ml,106,89000,9434000
009781,SO240206,2,Rapid Test HbsAg,61,376500,22966500
009781,SO240206,3,Slide Kaca 76x26mm,101,64000,6464000
009781,SO240206,4,Spalk Lengan Anak,88,24500,2156000
009781,SO240206,5,Tensimeter Manual Dewasa,77,155500,11973500
009782,SO240207,1,Rapid Test HbsAg,132,392000,51744000
009782,SO240207,2,Sarung Tangan Nitril S,25,131000,3275000
009782,SO240207,3,Pot Sputum 50ml Bertutup,39,111000,4329000
009782,SO240207,4,Skalpel Handle No.3,78,93000,7254000
009783,SO240207,1,Rapid Test HbsAg,71,392000,27832000
009783,SO240207,2,Sarung Tangan Nitril S,14,131000,1834000
009783,SO240207,3,Pot Sputum 50ml Bertutup,21,111000,2331000
009783,SO240207,4,Skalpel Handle No.3,42,93000,3906000
009784,SO240208,1,Spalk Lengan Anak,111,20000,2220000
009784,SO240208,2,Tiang Infus Stainless 5-Roda,195,468000,91260000
